r,R16,UWPZeitprog1Block11,UWPZeitprogram1Block11 ,,,,72CA1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block12,UWPZeitprogram1Block12 ,,,,2ECB1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block13,UWPZeitprogram1Block13 ,,,,E6CC1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block14,UWPZeitprogram1Block14 ,,,,BACD1A,,,time,,, ,,,day,,,
# Umwaelzpumpe Zeitprogramm 2
r,R16,UWPZeitprog2Block1,UWPZeitprogram2Block1 ,,,,93C01B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block2,UWPZeitprogram2Block2 ,,,,CFC11B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block3,UWPZeitprogram2Block3 ,,,,2BC21B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block4,UWPZeitprogram2Block4 ,,,,77C31B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block5,UWPZeitprogram2Block5 ,,,,BFC41B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block6,UWPZeitprogram2Block6 ,,,,E3C51B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block7,UWPZeitprogram2Block7 ,,,,07C61B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block8,UWPZeitprogram2Block8 ,,,,5BC71B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block9,UWPZeitprogram2Block9 ,,,,CBC81B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block10,UWPZeitprogram2Block10 ,,,,97C91B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block11,UWPZeitprogram2Block11 ,,,,73CA1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block12,UWPZeitprogram2Block12 ,,,,2FCB1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block13,UWPZeitprogram2Block13 ,,,,E7CC1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block14,UWPZeitprogram2Block14 ,,,,BBCD1B,,,time,,, ,,,day,,,
# Umwaelzpumpe Zeitprogramm 3
r,R16,UWPZeitprog3Block1,UWPZeitprogram3Block1 ,,,,94C01C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block2,UWPZeitprogram3Block2 ,,,,C8C11C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block3,UWPZeitprogram3Block3 ,,,,2CC21C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block4,UWPZeitprogram3Block4 ,,,,70C31C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block5,UWPZeitprogram3Block5 ,,,,B8C41C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block6,UWPZeitprogram3Block6 ,,,,E4C51C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block7,UWPZeitprogram3Block7 ,,,,00C61C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block8,UWPZeitprogram3Block8 ,,,,5CC71C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block9,UWPZeitprogram3Block9 ,,,,CCC81C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block10,UWPZeitprogram3Block10 ,,,,90C91C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block11,UWPZeitprogram3Block11 ,,,,74CA1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block12,UWPZeitprogram3Block12 ,,,,28CB1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block13,UWPZeitprogram3Block13 ,,,,E0CC1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block14,UWPZeitprogram3Block14 ,,,,BCCD1C,,,time,,, ,,,day,,,
